Main_Title,Sub_Title,Venue,Fees,Date,Links
ISO 39001: Road Traffic Safety Management System,On the Road to ISO 39001,Dubai,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/iso-39001-road-traffic-safety-management-system
Intelligent Felt Leadership,Leadership through Visibility — Driving Safety Culture and Team Engagement,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/intelligent-felt-leadership
Mini MBA for HSE Professionals,Previously advertised as 'The 10-Day Advanced Health & Safety Leadership',London,"$11,900",21 Dec - 01 Jan 2027,https://glomacs.com/training-course/mini-mba-for-hse-professionals
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,,London,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-2-supervisors-and-on-scene-commanders
Contractor Safety Management,Control Your Contractors,Dubai,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/contractor-safety-management
Managing Project Risks in the Oil & Gas Industry,Minimising Uncertainties in Highly Complex Environments,Dubai,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/managing-project-risks-in-the-oil-and-gas-industry
Safety in Process Equipment Design & Operation,Risk Minimization Approach,London,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/safety-in-process-equipment-design-operation
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",London,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/the-oxford-adaptive-leadership-for-healthcare-management
ICS 300 Incident Command System,Understanding the Dynamics that Gives the Crisis Leader the Ability to Manage Potential Risks during Emergency Situations,Dubai,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/ics-300-incident-command-system
Traffic Impact Analysis,Explore the Transportation and Land Use Interaction,Dubai,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/traffic-impact-analysis
Advanced Health and Safety for Healthcare Professionals,,London,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/advanced-health-and-safety-for-healthcare-professionals
The Art of Advanced Communication for Healthcare Professionals,"Communication, Persuasion, and Influence with a Focus on Emotional Intelligence",London,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/the-art-of-advanced-communication-for-healthcare-professionals
Traffic Impact Analysis,Explore the Transportation and Land Use Interaction,Online,"$3,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/traffic-impact-analysis
Alarm Management,The High Performance of Human Machine Interface,Dubai,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/alarm-management
Advanced Health & Safety Management,Managing Risks to Protect People,London,"$5,950",28 Dec - 01 Jan 2027,https://glomacs.com/training-course/advanced-health-safety-management
